name,price,category,subcategory,composition,color,gender,description,img_url,url,scrapped-at
Chinelo Unissex Jeans,"R$ 39,99",Calçados,Chinelos,100% PVC,AZUL INDIGO,Masculino,"Chinelo com estampa corrida de jeans, composto por 100% pvc.",https://storetng.vteximg.com.br/arquivos/ids/427204-639-876/V21MDCH07_740_1-CHINELO-UNISSEX-JEANS.jpg?v=637805526047000000,https://www.tng.com.br/chinelo-unissex-jeans-azul-indigo-v21mdch07-740/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,AMARELO,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/412176-639-876/BNMPCA37_483_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637703412383530000,https://www.tng.com.br/polo-piquet-mescla-friso-amarelo-bnmpca37-483/p,12-04-2022
Tricot Masculino Mescla,"R$ 79,99",Tricôs,Tricôs,100% POLIESTER,CINZA,Masculino,"Tricô masculino confeccionado em poliéster, tecido retilínea, mescla, com detalhe logo da marca em cor contrastante na parte frontal. Possui manga longa, gola redonda e acabamento em costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/373827-639-876/I16MRY01_901_1-TRICOT-MASCULINO-MESCLA.jpg?v=637314721601130000,https://www.tng.com.br/tricot-masculino-mescla-cinza-i16mry01-901/p,12-04-2022
Calça Social Básica,"R$ 159,99",Calças,Calças Sociais,100% POLIESTER,PRETO,Masculino,"A Calça Social Básica é uma peça que todo homem precisa ter no guarda-roupa, para eventuais ocasiões formais ou para quem usa frequentemente. Seu corte reto é super elegante, tem fechamento invisível e bolsos frontais e posteriores. Ideal para ser utiliza com camisas sociais, seja lisa, texturizada ou estampada.",https://storetng.vteximg.com.br/arquivos/ids/386610-639-876/V18MDB01_950_1-CALCA-SOCIAL-BASICA.jpg?v=637359624650770000,https://www.tng.com.br/calca-social-basica-preto-v18mdb01-950/p,12-04-2022
Camiseta Df Botone C/ Bolso,"R$ 39,99",Camisetas,Camiseta Estampada,80% POLIESTER 20% ALGODAO,PT-PRETO,Masculino,"Camiseta manga curta em malha botoné com bolso, decote careca e acabamentos a fio. Modelagem comfort e composição mista.",https://storetng.vteximg.com.br/arquivos/ids/397340-639-876/V20MMDF29_950_1-CAMISETA-DF-BOTONE-C--BOLSO.jpg?v=637492519428230000,https://www.tng.com.br/camiseta-df-botone-c-bolso-pt-preto-v20mmdf29-950/p,12-04-2022
Camiseta Basica Manga Longa Cola v,"R$ 19,99",Camisetas,Camiseta Estampada,100% ALGODAO,CORAL,Masculino,"Camiseta Basica Manga Longa Cola V é composta por 100% algodão, peça basica e versatil, ótima para o dia a dia.",https://storetng.vteximg.com.br/arquivos/ids/400847-639-876/V20MMDF17_639_1-CAMISETA-M-M-DF-SKULL-OF-WORDS.jpg?v=637540214200800000,https://www.tng.com.br/camiseta-basica-manga-longa-cola-v-coral-v20mmdf17-639/p,12-04-2022
Camiseta M/m Df Bicicletas,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,AMARELO,Masculino,Camiseta manga curta em malha 100% algodão com estampa de bicicletas em silk. Decote careca e modelagem comfort.,https://storetng.vteximg.com.br/arquivos/ids/399080-639-876/V20MMDF33_483_1-CAMISETA-M-M-DF-BICICLETAS.jpg?v=637534910576330000,https://www.tng.com.br/camiseta-m-m-df-bicicletas-amarelo-v20mmdf33-483/p,12-04-2022
Camiseta Básica Gola Larga,"R$ 39,99",Camisetas,Camiseta Lisa,100% ALGODAO,VERDE RELVA,Masculino,Camiseta manga curta em malha lisa. Decote careca e modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/430306-639-876/BNMKCW33_822_1-CAMISETA-BASICA-GOLA-LARGA.jpg?v=637849260090900000,https://www.tng.com.br/camiseta-basica-gola-larga-verde-relva-bnmkcw33-822/p,12-04-2022
Camiseta Canelada Piquet c Bolso,"R$ 49,99",Camisetas,Camiseta Estampada,100% ALGODAO,PT-PRETO,Masculino,"Camiseta em malha canelada manga curta com bolso, composição: 100% algodão e modelagem slim.",https://storetng.vteximg.com.br/arquivos/ids/411421-639-876/V21MMDF21_950_1-CAMISETA-CANELADA-PIQUET-C-BOLSO.jpg?v=637693215852770000,https://www.tng.com.br/camiseta-canelada-piquet-c-bolso-pt-preto-v21mmdf21-950/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,ROSA CLARO,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/416811-639-876/BNMPCA37_643_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637735512327970000,https://www.tng.com.br/polo-piquet-mescla-friso-rosa-claro-bnmpca37-643/p,12-04-2022
Polo Manga Curta Em Malha,"R$ 79,99",Estampada,Estampada,100% ALGODAO,AZUL MARINHO,Masculino,"Polo manga curta composta por 100% algodão, com detalhe em listras na manga, e na gola. A peça é multicolores, produto estiloso e versátil que não pode faltar no seu guarda roupas.",https://storetng.vteximg.com.br/arquivos/ids/416940-639-876/BNMPPB01_750_1-POLO-MEIA-MALHA-C--PUNHO.jpg?v=637735513087070000,https://www.tng.com.br/polo-manga-curta-em-malha-azul-marinho-bnmppb01-750/p,12-04-2022
Polo Piquet Manga Curta Com Detalhe Diferenciado,"R$ 79,99",Estampada,Estampada,100% ALGODAO,AZUL INDIGO,Masculino,"Polo manga curta composta por 100% algodão, com detalhe em listras na manga, e na gola. A peça é multicolores, produto estiloso e versátil que não pode faltar no seu guarda-roupas.",https://storetng.vteximg.com.br/arquivos/ids/418798-639-876/BNMPPB02_740_1-POLO-PIQUET-COM-3-FRISOS.jpg?v=637739676141400000,https://www.tng.com.br/polo-piquet-manga-curta-com-detalhe-diferenciado-azul-indigo-bnmppb02-740/p,12-04-2022
Camiseta Estampa Foto Tunel,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,MESCLA CLARO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/428376-639-876/V21MMDF58_905_1-CAMISETA-ESTAMPA-FOTO-TUNEL.jpg?v=637837305596470000,https://www.tng.com.br/camiseta-estampa-foto-tunel-mescla-claro-v21mmdf58-905/p,12-04-2022
Polo Fio Tinto,"R$ 79,99",Basica,Basica,75% ALGODAO 25% POLIESTER,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/419663-639-876/V21MPDC26_750_1-POLO-FIO-TINTO.jpg?v=637740792041600000,https://www.tng.com.br/polo-fio-tinto-azul-marinho-v21mpdc26-750/p,12-04-2022
Calça Sarja Chino Basica Skinny,"R$ 199,99",Calças,Calças de Sarja,98% ALGODAO 2% ELASTANO,AREIA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/425130-639-876/BNMCCH02_504_1-CALCA-SARJA-CHINO-BASICA-SKINNY.jpg?v=637768308058170000,https://www.tng.com.br/calca-sarja-chino-basica-skinny-areia-bnmcch02-504/p,12-04-2022
Camiseta Básica Gola Larga,"R$ 39,99",Camisetas,Camiseta Lisa,100% ALGODAO,BRANCO,Masculino,Camiseta manga curta em malha lisa. Decote careca e modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/397569-639-876/BNMKCW33_350_1-CAMISETA-BASICA-GOLA-LARGA.jpg?v=637492554039470000,https://www.tng.com.br/camiseta-basica-gola-larga-branco-bnmkcw33-350/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,VERDE,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/430359-639-876/BNMPCA37_841_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637849260402070000,https://www.tng.com.br/polo-piquet-mescla-friso-verde-bnmpca37-841/p,12-04-2022
Calça Social Básica,"R$ 159,99",Calças,Calças Sociais,100% POLIESTER,AZUL,Masculino,"A Calça Social Básica é uma peça que todo homem precisa ter no guarda-roupa, para eventuais ocasiões formais ou para quem usa frequentemente. Seu corte reto é super elegante, tem fechamento invisível e bolsos frontais e posteriores. Ideal para ser utiliza com camisas sociais, seja lisa, texturizada ou estampada.",https://storetng.vteximg.com.br/arquivos/ids/396481-639-876/V18MDB01_750_1-CALCA-SOCIAL-BASICA.jpg?v=637492514343770000,https://www.tng.com.br/calca-social-basica-azul-v18mdb01-750/p,12-04-2022
Suéter Tricô Básico,"R$ 99,99",Casacos,Suéter,100% ACRILICO,AZUL CARBONO,Masculino,"O Suéter Tricô Básico possui mangas longas e gola careca. É confortável e elegante, confeccionado em tricô, e de fácil combinação. Em dias mais frios, fica ótimo combinado com calça jeans skinny. Se preferir, acrescente um terceira peça por cima, como uma jaqueta, e fique ainda mais aquecido.",https://storetng.vteximg.com.br/arquivos/ids/365174-639-876/I19MRY01_927_1-SUETER-TRICO-BASICO.jpg?v=637290341961000000,https://www.tng.com.br/sueter-trico-basico-azul-carbono-i19mry01-927/p,12-04-2022
Calça Masculina Jeans Reta,"R$ 79,99",Calças,Calças Jeans,100% ALGODAO,PRETO,Masculino,"Calça masculina confeccionada em tecido jeans, modelo reta. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/197767-639-876/I19MCCM11_585_1-CALCA-MASCULINA-JEANS-SLIM-RETA.jpg?v=636927480426370000,https://www.tng.com.br/calca-masculina-jeans-reta-preto-i19mccm11-585/p,12-04-2022
Polo Listras Largas,"R$ 19,99",Estampada,Estampada,100% ALGODAO,AZUL,Masculino,POLO LISTRAS LARGAS,https://storetng.vteximg.com.br/arquivos/ids/382498-639-876/I19MPCH01_750_1-POLO-LISTRAS-LARGAS.jpg?v=637359560954970000,https://www.tng.com.br/polo-listras-largas-azul-i19mpch01-750/p,12-04-2022
Polo Listras Largas,"R$ 19,99",Estampada,Estampada,100% ALGODAO,BRANCO,Masculino,POLO LISTRAS LARGAS,https://storetng.vteximg.com.br/arquivos/ids/382547-639-876/I19MPCH01_950_1-POLO-LISTRAS-LARGAS.jpg?v=637359561216600000,https://www.tng.com.br/polo-listras-largas-branco-i19mpch01-950/p,12-04-2022
Bermuda Jogger Color,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,KAKI,Masculino,BERMUDA JOGGER COLOR,https://storetng.vteximg.com.br/arquivos/ids/376364-639-876/V18MBCM16_540_1-BERMUDA-JOGGER-COLOR.jpg?v=637334578878830000,https://www.tng.com.br/bermuda-jogger-color-kaki-v18mbcm16-540/p,12-04-2022
Blazer Casual Mescla Style,"R$ 199,99",Blazers,Casual,100% POLIESTER,PRETO,Masculino,"O Blazer é confeccionado em poliéster possui modelagem slim, lapela clássica, ombros estruturadas, com bolsos frontais e internos, abotoamento nas mangas e fechamento por botão frontal, acompanha botões reserva na parte interna.",https://storetng.vteximg.com.br/arquivos/ids/339237-639-876/V18MZE02_950_1-BLAZER-CASUAL-MESCLA-STYLE.jpg?v=637176553771400000,https://www.tng.com.br/blazer-casual-mescla-style-preto-v18mze02-950/p,12-04-2022
Camiseta Básica Gola v,"R$ 39,99",Camisetas,Camiseta Lisa,60% ALGODAO 40% POLIESTER,BRANCO,Masculino,Camiseta manga curta em malha lisa. Decote V e modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/422555-639-876/BNMKCD36_350_1-CAMISETA-BASICA-GOLA-V.jpg?v=637758882061600000,https://www.tng.com.br/camiseta-basica-gola-v-branco-bnmkcd36-350/p,12-04-2022
Camiseta Básica Gola v,"R$ 39,99",Camisetas,Camiseta Lisa,60% ALGODAO 40% POLIESTER,PRETO,Masculino,Camiseta manga curta em malha lisa. Decote V e modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/348048-639-876/BNMKCD36_950_1-CAMISETA-BASICA-GOLA-V.jpg?v=637200749802770000,https://www.tng.com.br/camiseta-basica-gola-v-preto-bnmkcd36-950/p,12-04-2022
Camisa Com Elastano Manga Longa,"R$ 159,99",Camisas,Camisa Social,97% ALGODAO 3% ELASTANO,VERMELHO,Masculino,"Camisa masculina manga longa lisa, é composta por 97% algodão 3% elastano, é multicolores. Modelo clássico e muito confortável.",https://storetng.vteximg.com.br/arquivos/ids/337810-639-876/BNMLB12_125_1-CAMISA-COM-ELASTANO-MANGA-LONGA.jpg?v=637176541132330000,https://www.tng.com.br/camisa-com-elastano-manga-longa-vermelho-bnmlb12-125/p,12-04-2022
Camisa Com Elastano Manga Longa,"R$ 159,99",Camisas,Camisa Social,97% ALGODAO 3% ELASTANO,PRETO,Masculino,"Camisa masculina manga longa lisa, é composta por 97% algodão 3% elastano, é multicolores. Modelo clássico e muito confortável.",https://storetng.vteximg.com.br/arquivos/ids/340098-639-876/BNMLB12_950_1-CAMISA-COM-ELASTANO-MANGA-LONGA.jpg?v=637176562775670000,https://www.tng.com.br/camisa-com-elastano-manga-longa-preto-bnmlb12-950/p,12-04-2022
Ml Blazer De Malha,"R$ 199,99",Blazers,Casual,100% ALGODAO,PRETO,Masculino,ML Blazer DE MALHA,https://storetng.vteximg.com.br/arquivos/ids/427725-639-876/I18MZE08_950_1-ML-BLAZER-DE-MALHA.jpg?v=637819326547470000,https://www.tng.com.br/ml-blazer-de-malha-preto-i18mze08-950/p,12-04-2022
Bermuda Sarja Estampada,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,MARINHO,Masculino,BERMUDA SARJA ESTAMPADA,https://storetng.vteximg.com.br/arquivos/ids/356472-639-876/V19MBE15_542_1-BERMUDA-SARJA-ESTAMPADA.jpg?v=637233530460800000,https://www.tng.com.br/bermuda-sarja-estampada-marinho-v19mbe15-542/p,12-04-2022
Camisa Estampada Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,"Camisa masculina manga longa é composta por 100% algodão, com estampa diferenciada. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/393092-639-876/V19MLG50_705_1-CAMISA-ESTAMPADA-MANGA-LONGA.jpg?v=637444182158870000,https://www.tng.com.br/camisa-estampada-manga-longa-azul-v19mlg50-705/p,12-04-2022
Camisa Social,"R$ 79,99",Camisas,Camisa Casual,60% POLIESTER 40% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/385568-639-876/V19MMM21_700_1-CAMISA-SOCIAL.jpg?v=637359584421700000,https://www.tng.com.br/camisa-social-azul-v19mmm21-700/p,12-04-2022
Calça Skinny Jeans Básica Masculina,"R$ 119,99",Calças,Calças Jeans,81% ALGODAO 17% POLIESTER 2% ELASTANO,LE - 95 ESCURA,Masculino,"Calça Skinny masculina, tecido índigo com elastano. Lavagem escura. Modelagem levemente ajustada ao corpo.",https://storetng.vteximg.com.br/arquivos/ids/387596-639-876/BNMCJD05_770_1-CALCA-BASICA-MASCULINA.jpg?v=637401798536070000,https://www.tng.com.br/calca-skinny-jeans-basica-masculina-le---95-escura-bnmcjd05-770/p,12-04-2022
Calça Skinny Jeans Básica Masculina,"R$ 119,99",Calças,Calças Jeans,81% ALGODAO 17% POLIESTER 2% ELASTANO,LM - 96 MEDIA,Masculino,"Calça Skinny masculina, tecido índigo com elastano. Lavagem escura. Modelagem levemente ajustada ao corpo.",https://storetng.vteximg.com.br/arquivos/ids/416770-639-876/BNMCJD05_771_1-CALCA-SKINNY-JEANS-BASICA-MASCULINA.jpg?v=637735512145500000,https://www.tng.com.br/calca-skinny-jeans-basica-masculina-lm---96-media-bnmcjd05-771/p,12-04-2022
Shorts Água Coqueiros,"R$ 39,99",Shorts,Shorts,100% POLIESTER,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/395778-639-876/V20MSHA19_700_1-SHORTS-AGUA-COQUEIROS.jpg?v=637465836075870000,https://www.tng.com.br/shorts-agua-coqueiros-azul-v20msha19-700/p,12-04-2022
Camiseta M/m Df Play,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,BORDO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/397100-639-876/V20MMDF21_125_1-CAMISETA-M-M-DF-PLAY.jpg?v=637492517794030000,https://www.tng.com.br/camiseta-m-m-df-play-bordo-v20mmdf21-125/p,12-04-2022
Calça Sarja Color Skinny Masculina,"R$ 139,99",Calças,Calças de Sarja,82% ALGODAO 16% POLIESTER 2% ELASTANO,VERDE MILITAR,Masculino,"Calça Skinny masculina, tecido sarja color com elastano. Modelagem levemente ajustada ao corpo.",https://storetng.vteximg.com.br/arquivos/ids/404713-639-876/BNMCCD01_850_1-CALCA-COLOR-SKINNY-MASCULINA.jpg?v=637596258048800000,https://www.tng.com.br/calca-sarja-color-skinny-masculina-verde-militar-bnmccd01-850/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,VERDE MARINE,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/429048-639-876/BNMPCA37_846_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637837315333970000,https://www.tng.com.br/polo-piquet-mescla-friso-verde-marine-bnmpca37-846/p,12-04-2022
Camiseta Básica Gola v,"R$ 39,99",Camisetas,Camiseta Lisa,60% ALGODAO 40% POLIESTER,VERDE RELVA,Masculino,Camiseta manga curta em malha lisa. Decote V e modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/430467-639-876/BNMKCD36_822_1-CAMISETA-BASICA-GOLA-V.jpg?v=637849261162300000,https://www.tng.com.br/camiseta-basica-gola-v-verde-relva-bnmkcd36-822/p,12-04-2022
Camiseta Básica Gola Larga,"R$ 39,99",Camisetas,Camiseta Lisa,100% ALGODAO,AZUL,Masculino,Camiseta manga curta em malha lisa. Decote careca e modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/389885-639-876/BNMKCW33_750_1-CAMISETA-BASICA-GOLA-LARGA.jpg?v=637439059841000000,https://www.tng.com.br/camiseta-basica-gola-larga-azul-bnmkcw33-750/p,12-04-2022
Camiseta Básica Gola Larga,"R$ 39,99",Camisetas,Camiseta Lisa,100% ALGODAO,PRETO,Masculino,Camiseta manga curta em malha lisa. Decote careca e modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/412221-639-876/BNMKCW33_950_1-CAMISETA-BASICA-GOLA-LARGA.jpg?v=637703412713570000,https://www.tng.com.br/camiseta-basica-gola-larga-preto-bnmkcw33-950/p,12-04-2022
Terno Masculino Slim,"R$ 399,99",Terno,Terno,100% POLIESTER,PRETO,Masculino,"Terno masculino confeccionado em poliéster, viscose e elastano. Blazer com bolso porta lenço, e bolsos com lapela na parte frontal, gola modelo smoking, manga longa, ombros estruturados, proporcionando melhor caimento, fechamento por botões no entremeio, parte interna forrada e acabamento em costura no tom. Calça com bolsos na parte da frente e atrás, passantes no cós, fechamento por botão e zíper no entremeio e acabamento em costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/176407-639-876/BNMTF04_950_1-TERNO-MASCULINO-SLIM.jpg?v=636837984036530000,https://www.tng.com.br/terno-masculino-slim-preto-bnmtf04-950/p,12-04-2022
Camiseta Masculina Básica Comfort Fit,"R$ 39,99",Camisetas,Camiseta Lisa,100% ALGODAO,VERMELHO,Masculino,"Camiseta masculina confeccionada em algodão. Possui gola careca, manga curta, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/334037-639-876/BNMKCW12_608_1-CAMISETA-MASCULINA-BASICA-COMFORT-FIT.jpg?v=637173075837470000,https://www.tng.com.br/camiseta-masculina-basica-comfort-fit-vermelho-bnmkcw12-608/p,12-04-2022
Camisa Estampada Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,"Camisa masculina manga longa é composta por 100% algodão, na cor azul marinho e com estampa diferenciada. Peça clássica e versátil, ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/390874-639-876/V19MLG26_750_1-CAMISA-ESTAMPADA-MANGA-LONGA.jpg?v=637439073628600000,https://www.tng.com.br/camisa-estampada-manga-longa-azul-v19mlg26-750/p,12-04-2022
Camisa Estampa Em Folhagens Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,PRETO,Masculino,"Camisa masculina manga longa é composta por 100% algodão, com estampa em folhagens. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/390978-639-876/V19MLG37_950_1-CAMISA-ESTAMPADA-MANGA-LONGA.jpg?v=637439075432370000,https://www.tng.com.br/camisa-estampa-em-folhagens-manga-longa-preto-v19mlg37-950/p,12-04-2022
Camisa Social Fio 50 Manga Longa,"R$ 139,99",Camisas,Camisa Social,100% ALGODAO,BRANCO,Masculino,"Camisa social masculina manga longa é composta por 100% algodão, lisa. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/359348-639-876/V19MMB22_350_1-CAMISA-SOCIAL-FIO-50.jpg?v=637244900619000000,https://www.tng.com.br/camisa-social-fio-50-manga-longa-branco-v19mmb22-350/p,12-04-2022
Calça Jeans Slim Básica Masculina,"R$ 119,99",Calças,Calças Jeans,81% ALGODAO 17% POLIESTER 2% ELASTANO,LE - 95 ESCURA,Masculino,"Calça Slim masculina, tecido índigo com elastano. Lavagem escura. Modelagem levemente solta da coxa até a barra.",https://storetng.vteximg.com.br/arquivos/ids/381677-639-876/BNMCJM02_770_1-CALCA-BASICA-MASCULINA-SLIM.jpg?v=637359552355400000,https://www.tng.com.br/calca-jeans-slim-basica-masculina-le---95-escura-bnmcjm02-770/p,12-04-2022
Calça Sarja Color Skinny Masculina,"R$ 139,99",Calças,Calças de Sarja,82% ALGODAO 16% POLIESTER 2% ELASTANO,PT-PRETO,Masculino,"Calça Skinny masculina, tecido sarja color com elastano. Modelagem levemente ajustada ao corpo.",https://storetng.vteximg.com.br/arquivos/ids/404719-639-876/BNMCCD01_950_1-CALCA-COLOR-SKINNY-MASCULINA.jpg?v=637596258174600000,https://www.tng.com.br/calca-sarja-color-skinny-masculina-pt-preto-bnmccd01-950/p,12-04-2022
Polo Piquet Manga Curta Com Detalhe Diferenciado,"R$ 79,99",Estampada,Estampada,100% ALGODAO,AZUL MARINHO,Masculino,"Polo manga curta composta por 100% algodão, com detalhe em listras na manga, e na gola. A peça é multicolores, produto estiloso e versátil que não pode faltar no seu guarda-roupas.",https://storetng.vteximg.com.br/arquivos/ids/418899-639-876/BNMPPB02_750_1-POLO-PIQUET-COM-3-FRISOS.jpg?v=637739676806330000,https://www.tng.com.br/polo-piquet-manga-curta-com-detalhe-diferenciado-azul-marinho-bnmppb02-750/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,PT-PRETO,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/389786-639-876/BNMPCA37_950_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637439058406270000,https://www.tng.com.br/polo-piquet-mescla-friso-pt-preto-bnmpca37-950/p,12-04-2022
Jaqueta Xadrez Capuz,"R$ 199,99",Casacos,Jaquetas,100% POLIESTER,PRETO,Masculino,JAQUETA XADREZ CAPUZ,https://storetng.vteximg.com.br/arquivos/ids/378777-639-876/I18MJN33_950_1-JAQUETA-XADREZ-CAPUZ.jpg?v=637352784235600000,https://www.tng.com.br/jaqueta-xadrez-capuz-preto-i18mjn33-950/p,12-04-2022
,,Calças,Calças Jeans,98% ALGODAO 2% ELASTANO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/372733-292-292/V19MCJR10_770_1-CALCA-JEANS-RETA.jpg?v=637305092747430000,https://www.tng.com.br/calca-jeans-reta-azul-v19mcjr10-770/p,12-04-2022
